Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
74633.941704992,5.745854007,5.627387829,3.4,30600.6046108108,1056976.97484043
62016.6860517005,5.7626346893,7.791948979,3.45,35750.2863132874,1040607.31205457
84249.8608040808,5.8628432923,6.1603231354,4.14,44571.3781324325,1641101.51901316
44247.1490373891,6.4538325117,6.1660523161,4.38,22011.9459340549,503065.505624209
59473.9883154865,6.9264144887,7.7722944476,6.19,41215.2982277661,1296146.93885966
67839.3814705371,6.9029376545,6.9273199581,3.46,26377.2682415458,1164209.61937713
62972.0039872154,7.161397225,4.6265581667,2,33869.8995392434,999814.889814082
61162.5802542239,5.8963158482,7.880521416,6.04,36033.7014313542,1060897.6894524
87472.2569931284,5.5437741493,7.3409923786,3.32,48306.7974039051,1848633.72427729
48692.9759556801,4.5978341722,6.2590699199,3.02,36239.3941160065,617157.910296513
67858.5016614881,4.9486240436,6.2286555442,3.34,29708.758081112,857697.125491093
72332.0582601401,5.7445975781,6.8696134918,4.41,45804.3289072514,1253434.39751521
80775.9033022864,6.1485639832,7.7443853484,5.29,26601.5579280801,1635092.43276192
75151.1055549649,7.2992148386,6.5962801725,3.3,32032.1410949907,1524845.42190295
62095.0368059719,5.9544618252,4.7077589958,3.24,36183.2878037408,763869.666664714
75759.4899580164,5.2548224693,7.5107115737,4.11,46188.16509217,1376637.50562417
64374.3072935703,8.3899922871,7.0630856135,6.23,23251.0466990677,1244440.13470232
48147.870754598,5.972172601,7.8774035929,6.44,32050.5759334783,693931.501505761
64127.4406135199,5.6113101382,6.9927325322,2.25,42628.7107381121,1277744.73891135
83921.9073315841,5.5252951915,6.8216873633,4.06,39569.8300633432,1539329.31884732
54617.8861488237,6.2347436046,6.7828607038,2.18,29613.8440033201,903881.663865749
45493.2084260317,7.3815808191,7.2664753454,3.2,38938.2712008775,896944.244271168
72780.1512289444,5.2594161708,5.7252669042,2.48,44953.5236505678,1184758.84227428
96395.3217983941,5.4608230053,7.5280980098,6.5,35036.1921348611,1731437.41599478
47467.4239151893,5.8216780828,7.0152529741,3.33,37341.6213443523,762144.926123811
61807.4849310466,5.6068589095,8.2033534278,5.46,44586.7249540309,1270905.02038139
54794.4239902085,5.625066678,8.00318507,4.21,39385.6836006993,1000043.90334677
94923.4061939414,5.70927131,8.0392823159,3.3,43818.8131395519,1967637.28682235
62058.5024594057,7.0305938028,6.1751474788,3.23,28954.497494428,1114779.24664095
46952.2294393095,6.0611249839,5.7285973161,4.24,31628.228054376,671661.713440961
67003.6295578025,6.5050400472,7.406529543,3.02,28464.3338916137,1214986.88571544
87835.271611863,4.302756122,7.458554034,3.39,16250.7688296121,1053236.59985491
73433.6262324109,7.1077886238,6.2277522159,2.05,44544.230458731,1515005.3841638
70124.3868815122,6.7405541212,7.3465709517,6.32,51673.9626729854,1732196.21679656
84366.2446218595,4.7509042873,7.8652769594,5.27,43445.0158999521,1587122.36870817
60343.5994109828,7.8277948574,7.2672497662,4.38,24199.0527527839,1184893.56018509
71308.8603885681,5.8065190139,8.5982468829,3.25,22710.1921884582,1314348.69921002
65430.9791447437,4.3249627018,7.2005818083,4.41,33320.3967249885,717825.359695084
73591.4888856928,5.4303022617,6.7478760005,2.5,51662.3177389076,1441736.76083757
52805.8359609206,7.4603078536,6.7998660213,4.48,37161.1126023304,1119542.31060882
58187.0494038075,6.0847780565,7.256935779,4.08,31551.8637305625,850977.012310386
70506.222470258,6.0674232456,7.9476107743,3.14,44706.7184901298,1655466.73582652
77412.4543080466,7.264613698,7.0673278276,4.29,33258.8343898617,1641739.51806144
65087.7179329151,6.6843478637,7.4561850447,3.45,40283.249768008,1369976.50130146
72547.0474201615,5.6062785825,7.046825652,3.32,39218.7591383165,1465835.8431778
78864.0534083576,6.3789017794,7.3486499231,3.3,50194.1081050215,1789334.85148127
67335.757729998,6.7854602734,7.3778453269,6.26,10311.0013938919,863297.176693441
79552.3901546177,5.1912227518,6.5373515077,3.32,50113.8369052074,1425366.41343315
89089.4320745051,7.146246355,9.179993536,5.29,49782.1520698113,2271112.74382772
67110.3343769078,7.197138761,7.2364020112,6.1,31998.7632511588,1370699.72237291
80778.9008768357,6.484438121,6.3864863089,3.16,34431.1687364065,1566740.12792143
76624.1481209345,5.0742715163,6.2650514963,4.17,47039.0936481342,1436995.20045099
80011.5835185523,6.4486753605,6.4892678323,2.49,26576.3919937776,1345962.95498853
70472.7923784353,6.0101535976,6.1101916938,3.24,34894.1588262049,1265180.90891648
57456.9971641822,5.3782447579,7.8573430155,6.22,37378.9508927938,1061222.53686884
80000.7641718052,5.6128016531,5.9100125601,3.17,42245.4464010931,1383967.46281746
66387.6838023295,5.6777485041,7.7881383824,5.22,22552.5359133645,1051519.06576614
64699.3939746887,6.8489390333,6.9569378212,4,49083.6661758546,1550359.54846547
84777.3024783627,5.4211435314,6.0794244894,2.22,42038.803349268,1375057.08346865
81196.6113100887,6.8657882072,7.1811160458,3.01,49574.7078114699,1882978.90043677
60690.7186485566,7.5960077004,7.0217874485,3.42,35528.5039133902,1274053.63988823
72000.9179277617,7.1665482498,7.8699740669,3.13,27699.0489709745,1426434.64437474
51144.7707677342,6.7487814919,6.7670663472,4.04,39369.3008413124,913587.097447404
57683.8476152883,6.5571640418,7.0600808676,4.3,43348.4886754544,1116730.86697073
63759.0507011134,6.1357267503,7.6142179851,6.23,35071.9959937904,1226586.92141293
68615.7670852927,8.7647855403,6.1224652254,2.47,51791.8081205308,1836978.48306049
66823.432899844,7.52333072,6.1427309564,4.29,30852.2911067042,1452153.84905844
67564.1659225337,6.7011122256,8.0397008726,5.16,21880.0503062473,1294750.36776435
68008.6154335785,4.3570882761,7.8795447268,5.41,28908.086784802,1059870.96483225
73715.4237115208,6.2107445149,7.9831720032,3.09,45540.9383571794,1615346.75000537
50813.7026701336,7.1619782393,5.9422756455,2.1,30767.3136216424,1107692.0033502
83814.1011560652,8.5717966719,7.3921640656,3.39,51538.0567961975,2330289.70068344
51666.7727514512,7.7309495556,7.5575758496,3.45,41926.0244290417,1116193.29296624
69236.934325608,5.8165324358,5.8611337372,4.18,39399.936453061,1072253.83365512
81099.5781500438,6.4338398895,7.1350838501,4.33,29780.173075896,1626941.78786638
59303.82319209,6.9307525084,9.0989798346,3.44,43609.4624337868,1669681.23138447
69610.9725017289,4.1372785762,5.627663434,4.04,39210.4826213973,806121.839443217
77402.4015819687,5.6487001805,7.8560536436,6.14,39351.0156228179,1680252.73733713
73386.4073400662,4.9663599405,7.9154527136,4.3,38413.4904836344,1186441.75644398
70961.5813117231,8.5983827222,6.1859507113,2.02,38251.812169014,1766248.40325248
81181.5687972984,6.6367423008,8.2014235717,5.27,26690.7099144859,1641055.93904464
57272.3279660702,7.5772547527,6.5966947698,2.07,30099.3950624248,1120894.80419417
58871.7900076323,8.1742704169,7.0743224728,5.16,25091.8235474736,1325706.90085614
74029.3498166489,6.6185162835,6.4145792493,4.31,36360.273802753,1593347.84907905
56849.2211065027,4.0437523323,6.7815368697,3.19,43522.6851778557,605073.490802907
73587.0464630267,5.9444921085,6.5301467804,2.3,25271.9309752887,1064509.52262081
49728.4370341131,5.8448464447,7.5315727173,3.19,37608.6797541397,872365.879935804
60631.1108417007,5.9567181327,7.6280308482,3.11,40928.2841850533,1117741.75732422
78404.3633038035,7.066791632,6.858624507,3.03,49398.2574763813,1935172.99502019
86611.1780180785,4.849506719,8.3033016944,3.01,45359.0279536984,1668670.6558121
58914.4862413793,6.5900923507,6.3110649094,2.46,35282.7140256268,1072704.89021544
75867.0244293209,5.5398504538,8.0617298854,4.18,56294.4344442444,1914746.58225995
66581.5748315319,5.4196070669,5.8843076659,3.25,18230.5189268578,839194.068941905
62820.179077018,7.6397410097,7.6814437873,6.07,23734.1695907577,1285157.86958564
69711.9039332184,6.0731683464,8.0907467807,3.45,36291.1452044434,1433614.96674589
82710.58981581,6.2369866668,5.086433684,4.43,44768.6881102392,1459342.88679856
58828.0416270735,7.2367864585,8.7490007883,6.08,44277.300638299,1652845.98062876
53161.832390152,4.8792539613,8.6787744147,4.07,30535.2555997193,725830.602032618
79361.0265071559,4.5722410772,6.8665649181,3.23,53875.2890124808,1378863.68837721
58325.6956925361,6.3043222797,7.299320698,6.31,31256.223327946,1003941.92889691
55772.8987414538,5.6410076857,6.8268935982,2.07,41638.6568684123,729882.62489069
71893.429342618,5.826870236,7.1039955313,3.39,40364.1931450662,1270047.5281294
75922.8855770586,6.689121255,6.3412461082,2.16,49458.6650680081,1695706.13152543
54648.2860726486,5.5311235912,8.4613808403,4.09,20270.5419454463,714822.587170234
71857.5714089107,6.4258925655,6.2255483673,4.05,52563.9798233381,1462899.03145555
67424.1882210464,5.3676158211,7.6017543837,6.11,32412.8431416477,1127260.12575137
70564.8625763842,5.1466180855,6.5979942604,4.5,38376.4682541331,1014226.29857076
74237.2612787017,4.6635062005,4.7050153875,4.35,37651.0145331675,852982.5643786
58004.2709030025,5.1743466352,8.3277764739,6.36,29182.7206017576,830286.706578531
101928.858059878,4.8295861904,9.0393815441,4.08,22804.9919351806,1938866.4898749
55809.4945891391,6.8545224086,6.3302434082,4.2,49001.9012502793,1247645.40971081
48357.0634748849,4.7276459655,7.9895156698,3.03,45206.7255050357,813415.128067751
65017.7456258181,5.0005041432,5.9457596106,2.37,26910.3207530494,679373.40147197
66949.0012049368,5.4945350868,5.9459000387,3.18,30323.7398828065,814879.206289094
82848.5586294211,5.7291981834,6.2819163935,4.47,40338.1103673632,1489540.13490321
65851.2628927678,6.5170966711,7.1819123928,5.09,36110.0630887773,1468738.75486904
93579.1166772254,5.8214473626,6.4901288941,4.49,38977.9373897696,1859883.66124048
76114.1593615367,6.7696991975,7.3216096598,5.02,42601.8153014212,1558758.79585876
84289.7950011467,7.762059263,7.9461846194,4.09,42768.4580980352,2120888.34520963
57715.5398867178,5.5490625952,7.6487305811,5.16,19844.1725701118,790598.826988368
85825.8591497479,6.6147554169,6.2559001103,3.36,13983.3012487494,1137465.33591705
62765.2940495364,7.6788912047,7.459908516,4.08,22272.186038332,1369753.28174858
70205.7215394983,5.8383501205,8.6573426354,5.37,26973.4334301647,1433221.1223841
66595.6632386169,4.786484164,7.4761420931,3.16,42385.4008193399,1373048.09902299
64303.6400939789,5.6263725346,6.5832516544,3.42,20214.5980016949,941950.579456466
57358.62333244,7.353131745,7.0968398156,3.14,22061.5854147751,948279.939379407
74216.1290492755,6.0387630918,7.0048030412,3.28,45068.5993383968,1365036.08375726
68503.4855372007,4.4035490806,8.4195598307,4.42,34699.2581764127,1289082.363025
55481.2867443376,5.7335473559,9.6997733286,3.46,42179.670042363,1398979.24870824
75265.9982675911,8.3128472951,7.494591244,5.33,13108.0178851531,1559678.61336624
68854.0908522081,6.7457957423,8.1943051011,5.23,37482.5457568909,1485677.06380681
74854.1001068808,4.6049987342,7.6792305721,4.06,50538.0135358195,1553592.97994692
54634.3176592168,5.743186901,8.0457815702,6.3,41564.0062953011,1179278.09433481
57098.2023995997,8.1721301236,5.7597395218,2,42721.2856944169,1262465.98930297
68035.5621222826,6.4871029939,8.8108836491,4.06,34174.7442770133,1663509.39262403
63128.6065212269,5.459418735,6.953525108,3.02,39536.8097029073,930011.570887403
62937.0479673478,6.1718022989,8.9311845585,3.14,38082.4834428186,1584167.85130265
82915.91143274,7.078994202,7.8827005482,5.2,50445.6473678318,2185480.09068833
70138.533620942,6.459764363,6.8445567933,4.05,44684.7371945995,1529028.71437866
75611.4718125494,5.6928777214,7.1741656954,6.18,22047.1991075932,998240.85078561
42822.3110961679,6.6129891984,4.9937597783,3.34,29670.2023148529,513215.988231409
60145.2308582444,7.3491842923,8.0120627533,5.19,25198.7866732576,1136448.40876046
87853.8483008941,6.5247273894,7.5718083312,6.43,42302.2609980477,1898668.84371446
66392.5709860294,5.3806186027,8.0232882817,5.13,26623.1841605479,1255576.27295436
58204.2230858121,6.3018140267,7.3756160327,5.41,46663.4027445341,1367641.27038369
88244.6148673804,6.5483754334,8.765481292,3.36,25791.9949851198,1788285.2389933
68737.5987113764,4.5006557502,8.4500837542,6.18,34216.6917220752,1230363.2340835
56423.0342772713,4.670846603,8.1098652872,3.03,40155.7428493033,1000216.85767411
66678.0621665127,3.9078411902,7.4960886592,5.02,23031.1703163104,587007.84424
71517.0142408568,7.9055950201,7.7313863569,5.02,40239.2825745582,1734373.04381996
66097.6220282803,3.9794960811,6.1517713405,4.19,37467.5963112894,762167.253331299
76423.3175704975,7.5618788163,7.6729372092,5.25,24402.2373124137,1532845.72311946
72660.1576362815,5.4476513327,6.1309765706,4.39,48711.5546955944,1243501.65083871
92787.2824788842,5.1937198072,6.8251295534,2.24,36590.4504170458,1628878.09380949
78535.6407173195,7.0360432616,7.1114967667,3.33,44280.0760553366,1767330.93414874
58110.5742884489,5.8783694803,6.8254531884,2.41,49355.9787904461,1308752.50447942
71614.5930548938,6.3576839005,8.339420059,4.38,29922.1701967022,1311681.41968419
76813.780154782,6.9754355499,6.914477692,3.11,31822.4858510898,1567368.28495117
73508.35912114,6.2717047196,6.7729897667,3.49,34894.5763342532,1126821.10881128
63805.700599031,7.1203043951,5.907901094,4.35,48433.8207905674,1473761.53181668
67651.5332178697,6.3079159686,6.2971603101,4.42,50823.4597840642,1366000.57009986
69086.60579335,5.6491683985,9.0792345615,6.41,39890.2970375664,1677612.4421426
93822.3084801881,7.3075959758,6.7391364548,3.39,28555.7877463364,1789973.20520199
89808.6285884331,6.9911999698,8.4288165387,3.19,30847.0916102594,1961715.86669203
64896.6233746058,5.7469250135,4.7139070645,2.01,33201.0778748663,673225.111889516
61853.8638834197,7.2163558309,7.6726246938,3.5,23811.2336506134,1230391.46829734
64205.8632010156,5.6082896457,6.1072788344,2.28,48649.6103854421,1124818.11419581
74872.361187709,6.7437172225,7.1290298364,3.17,20068.1552157151,1090996.14301478
81980.5890611266,5.6250054077,8.4567932688,3.33,41393.5940246699,1570154.41418399
52801.9791728718,5.8697864439,6.1755329742,3.18,21518.0449245314,685123.139313775
54510.2000978175,5.0525800126,8.7236676649,4.15,20211.4369936922,845553.369501205
61868.6074625262,5.7871241058,4.7749782509,3.17,34967.0756308422,974805.993712882
63655.1816313606,7.5370237494,7.2927824796,3.17,16409.1162838637,1247660.98975209
86031.5127467607,5.2934984225,7.3729899517,5.16,35417.7696472086,1381417.24950466
72748.5129647086,6.879262946,8.7831439774,6.28,40137.5024429196,1726364.39797808
61839.7678629135,7.7401125788,5.9378468018,3.24,26064.8203160892,961539.059923646
76519.6820667081,6.4558251407,6.6449069,2.17,28961.4277599722,1359978.15993889
76774.8577877095,6.2329215565,6.396693318,2.05,34313.827696672,1384466.43691295
76659.7494756081,5.9013246276,7.0392266997,6.37,41717.720691479,1531447.28528137
71371.4336308102,5.9699053763,5.2984178225,3.38,52265.6011565743,1418595.72715016
83460.8713072459,5.7365395056,6.9807130606,2.43,31385.4629808069,1476386.99627283
74740.732875652,5.6255133749,5.7872611602,4.36,29954.6176193434,1168355.31978963
70229.015844689,6.6605582544,7.6428436636,6.25,28829.0088304135,1222701.01211165
72950.8635357382,5.3203687423,5.1120990125,4.27,38711.034657946,987447.777485791
58515.9460900644,5.9544759539,6.3227159192,4.43,33776.4784544851,982790.871003638
52207.4439250493,5.2735123476,7.4518266512,5.06,21095.5856943882,527749.403864781
72821.247664235,6.4808191221,7.1166550283,5.33,40594.0592968512,1391232.52651226
66250.3166850213,4.8585196885,7.7586916009,3.08,24201.7530771276,1094321.88275509
74275.5040548781,6.0014263372,8.4946966384,6.32,38535.7264317618,1610217.17700324
81167.4410969319,8.1006515997,6.3409602071,4.5,28713.9620236379,1768705.12527915
56119.3325317634,7.8094050653,7.3727442227,4.4,36041.2753142947,1236258.07968267
84998.4589123462,5.8988706906,6.2589947796,3.5,28623.4103220429,1329007.20344815
69604.4277544903,7.0061557457,7.5688196565,6.37,40684.0777153162,1704126.8763505
70775.4348841588,6.131732514,6.9090746364,3.2,40561.2971067856,1321888.26829997
66236.8405609691,6.8561350815,5.0666143259,3.22,38906.8573628115,1113936.63783162
57451.8682717727,5.1161756625,7.9458783049,5.08,38532.9800296776,1043628.37035454
66293.8844021372,6.8396813733,7.3284154905,6.13,48877.5009691329,1663653.70975754
69100.9903053598,4.2724566483,6.2483388508,2.29,46139.1367595979,969678.567288796
75729.7655462565,5.5805985369,7.6429733311,4.21,29996.018447963,1183014.50867395
58599.6156000394,5.6662144584,7.0675746693,3.43,26569.6587238053,957814.603143681
59498.0793679845,5.5221347048,7.4292023255,3.43,25401.1018816223,912891.680588
72409.6664865103,6.1166840996,8.4729157695,6.33,40605.9674306184,1479758.31752676
69316.7968885011,6.3004088879,7.8735758915,4.28,24448.2114610424,1431507.62342797
68656.9067732231,7.3544579155,8.7879078301,6.36,43833.853436773,1747911.49585289
71240.2516405548,5.9241274171,8.885191793,5.09,42566.5017740806,1563083.33601656
73223.9423033619,5.0855583658,7.706760787,6.14,41113.0067737209,1425745.2971483
60968.3329081727,5.9251728807,5.7583910055,4.29,28483.8117447602,804453.869783905
65935.6126094122,5.0731818861,8.2616322257,4.16,36262.4269048276,1060440.59565585
62773.5209766865,4.4968436531,6.8035295785,4.06,41389.364870823,954737.141064872
69304.5709480488,5.3313555529,7.3104734693,3.4,29465.9996084169,1152604.14151742
73218.9974069386,4.4170825162,5.8768521412,4.19,31619.5817005805,955943.809015015
63787.5363538976,4.643253525,6.0077802256,3.25,22449.5340045696,433247.156583371
76613.0800758562,7.3936031829,7.3467036597,5.5,43250.9899672506,1718876.79481878
64461.3921458532,7.9496141627,6.675121348,2.04,34210.9360792889,1236874.809188
41533.0129597444,6.8535782686,5.0556286386,4.24,31685.4026921619,682200.300559992
79575.6415394318,4.9707093482,5.8502434333,4.04,31050.1028143948,1141916.52543889
82185.4699044179,5.219917755,5.3431819256,4.19,29258.9887576753,1162735.27192427
69853.4241780657,7.2245866205,7.8676223968,6,41913.6369002111,1681340.63502116
51519.6185369437,6.9447474703,5.543896647,4.13,43258.6446030961,945981.529632284
48616.8553654681,7.0809397753,6.8430229383,4.45,29770.0834275802,854045.013767169
63324.5816191438,7.7252656331,6.2130205791,4.42,43281.5727419023,1372994.2901085
65016.2238106441,2.644304186,8.3063040818,6.05,15902.5820171851,414571.222936621
76855.8657907515,4.7409958377,6.091630777,2.37,45388.3135814845,1240319.69221106
75302.0825804426,6.7593247905,7.8228470382,4.48,42382.7515323566,1640646.66983515
69438.7000610275,6.1195302572,7.403375101,4.48,57775.2613917789,1537335.89711959
75764.2001890382,4.8376697173,6.5921199056,2.38,36712.2001408002,1337966.92675928
68814.9256074143,5.4284346597,5.4861943411,3.2,42285.9846779192,1085113.4510746
60912.3162157143,6.3131473711,6.2989663385,4.21,20915.8160499348,905328.769145704
41007.4586732745,5.3050416913,6.0336431375,3.39,39526.5663053276,494742.543577691
61949.8839930536,6.1089840951,6.4548360987,2.34,42092.8841567877,1237360.71841583
67421.6670454669,4.6387420255,7.6641602264,6.04,20167.0399887915,864899.484973818
68428.3942750633,5.2668630961,6.140596673,3.22,31074.1249181855,1002192.58207068
61839.6478978444,5.6778006949,6.6623718438,4.48,17244.9702536927,800110.118901329
62835.2569569005,7.095849854,7.1564634089,5.16,50097.950831554,1410331.82513799
72485.1974602414,4.205495168,5.7069252723,2.45,43134.0380621638,1036382.76630548
60945.7217985989,4.781651489,5.6283347643,3.08,34162.9567312449,437146.020350659
83729.791766268,4.4031969976,5.2132340522,3.19,12906.2548454338,624432.965994422
57605.7991198729,7.4098338665,5.6379251485,2.33,49411.4112951236,1179440.83225322
75358.4825958845,8.9913993306,7.2826798405,3.2,21319.9943013578,1740404.96743497
53927.4128082981,4.5280656126,5.6755351528,3.35,37875.5501246445,706135.144638913
60776.3871381012,6.855932512,5.5726103312,3.5,28318.7504241215,870252.410964433
69648.5139516947,5.4447372018,6.9606055195,3.17,36038.95905289,1106149.68565739
59295.6801134319,4.7309118692,8.0911663005,4.44,46784.5385934462,1192677.55002104
97548.3104126051,5.4609727511,6.6093958706,2.5,39089.4157121111,2026303.09804233
61688.6829387077,6.8428346328,8.3358065924,6.15,35552.9911787132,1311473.32330823
72469.5417782636,5.6063949439,8.044576292,3.07,27227.813387108,1123386.53120029
76048.372318842,6.6427569942,7.6584087062,6.43,22469.5225320634,1205750.23194461
79186.4504120919,6.2188526773,9.0478612814,6.38,17840.116785623,1582140.05960463
49220.0377946106,5.3969882449,6.1100214693,2.33,46981.9261009337,573434.664234319
80040.1733145953,6.4495547398,8.4532616247,5.5,29699.0116388417,1735826.00520535
51995.5828565162,6.7667778573,6.7465005851,2.3,47073.797918013,1052185.1759534
52711.1181458255,7.874124275,8.2541203938,4.49,25594.1690305069,1151281.8474952
56934.4608058144,8.0787034708,7.8086432824,3.08,37076.1984595743,1531216.89391634
66760.7017604498,5.6964102586,5.870675013,3.06,42292.5646013851,1103352.60093982
52376.6115211505,5.3610881574,4.3779655094,2.2,34189.1434579652,308199.891163874
70224.3204982143,7.0374773399,6.5872365675,4.38,40274.1666492039,1423296.11800043
62612.90930379,6.9493911119,6.6581634834,3.32,40789.8258084466,1315684.45666532
80284.9954255065,5.0294747218,4.0493205476,2.2,23457.1263973259,637951.905555102
66811.7012457825,6.0352554244,5.4785956547,2.06,33499.3327518184,1027191.02901264
51142.4060181134,5.3797072206,7.3097217877,6.25,41872.6432784778,729678.626210308
90535.1652213618,5.7228433732,5.8336256371,2.24,42249.3249262451,1676770.33057392
93185.8134876277,5.8073463107,6.8422945055,2.16,23723.0747456395,1569121.91650398
70743.1955073386,5.3795955737,5.2205277094,3.31,26897.7120511459,874969.696866378
56024.5477430671,6.5753059412,7.4684477009,4.15,36215.9625464931,1172413.19696021
76224.7273516309,6.4028643768,5.4410229777,2.39,50003.261013666,1538985.18909838
89671.0198248185,4.3840298229,8.8803633201,5.07,15625.5528369161,1286572.97851797
89825.6556663937,6.6041359861,6.5771603923,3.46,18598.2560789888,1646033.41018364
61013.7198832891,6.8312851415,6.1355184478,3.04,34771.6598477164,1147313.01981614
63362.2254711961,6.1405226392,5.9170644579,4.02,34971.8243539335,976483.580510607
57086.3745941328,5.8933673151,7.3315668701,4.03,39002.9012450341,1073350.0443076
69044.9421197555,4.3122756469,5.600072675,4.09,34764.292220906,1084255.67827228
81438.5814315136,4.7577931371,6.9630850766,2.29,43340.2935606414,1432252.08107398
78299.6424827345,6.8765013639,7.8059543941,3.37,39298.2355186004,1676070.94296519
87386.3847286701,6.0380751139,6.0247683714,3.5,31735.763292013,1580557.01024894
83149.7840529401,6.2975688992,5.5858967815,3.45,45985.945747668,1549873.88035697
94085.4729837614,6.3056512843,9.108893289,5.15,31011.3668068312,1989672.52399081
60710.1620819575,5.3998495945,7.920511375,6.41,44101.2405269688,1286980.80741779
71309.2501702864,7.5136113438,8.4093026335,4.35,32356.9973769674,1752967.60490686
93303.6838486429,4.7205807004,7.7937459885,3.42,38162.6129459766,1529711.13978269
85631.0844581133,5.6248410376,8.783750005,4.4,42811.7815948308,1710612.02954514
51359.9675870605,6.3741208121,5.860630265,2.28,40796.6754490516,774009.547594125
75868.7723262742,5.9019811122,6.3308757637,3.42,39295.7026498203,1536143.59193863
82733.0549182361,5.8066610146,8.0234525702,5.5,39060.7650768531,1662939.09739728
67043.1953458262,5.9548457988,5.9356186206,4.22,53738.626895462,1443027.26306137
67037.2691043945,5.7680770036,6.8021391505,3.06,41042.4308717233,1282258.09329308
56696.5107038639,6.7365753361,9.1456141111,3.06,26083.3206890865,1245967.79942199
65837.116937774,6.3045852896,6.5039458843,4.09,18249.7205954358,1025908.91405283
79477.8695139645,5.8332893401,6.9339692262,3.17,30411.1843940183,1380070.4501179
55048.3320238014,4.3024772409,6.1918851618,2.14,25092.6697000746,288708.912147901
80613.4605679867,4.8097275965,7.6709664826,5.46,35692.2765396957,1247581.21161326
76848.1888030003,7.4513129428,7.565735158,6.12,43978.257538366,1767399.28994795
83586.9015638528,6.6161442825,7.4833471406,4.5,34277.630764031,1588549.50073193
86343.4378654596,5.5133378577,7.2466998641,3.26,35780.3549933541,1685217.10494443
65846.1710385379,6.3853736468,6.8041309035,3.18,28214.3635513084,928950.00324854
69577.1376223303,6.019581363,8.1038296633,5.05,48122.1019507328,1565931.19168191
61581.048048826,4.9932865128,6.5294456353,2.2,43070.5153864127,926882.919476562
79097.1340019695,5.8730837712,8.0073048433,5.09,43950.6623795685,1770616.92993542
68988.290460469,5.8548859283,8.3665704389,4.36,28734.9379156133,1279353.92451211
46926.3711515384,4.8421528428,5.1836365518,3.16,53820.1327793422,530764.672463783
84708.4120630132,8.4655139531,8.239426552,4.09,28218.6232783238,1874895.60156911
79619.35414293,5.7263146448,7.3472880042,6.17,34605.3946203416,1422890.02088537
61795.4765418705,7.0550118584,6.9054248458,4.01,40719.1267915461,1245788.30280622
54621.0169388235,6.3874862441,7.0839575876,5.25,44500.3519448809,1248130.52058786
70153.8758325348,7.4439735859,6.7148502233,4.17,31863.400046732,1535564.55202976
79292.8075852591,6.5626331008,8.0297198896,4.26,27772.6724705838,1709441.80646557
67348.1033429602,4.9539196778,8.5417684452,4.11,52158.0171424507,1433260.22774188
73355.6929058422,6.5334702305,7.5945287567,6,28007.8957325673,1282758.90307051
68958.0212805191,6.0242098486,7.7247233734,3.37,46682.3404930969,1682708.61686642
44088.2741828342,7.5576426731,5.5810406919,2.44,31032.9203025671,624482.763586648
80650.4039756258,5.0234713825,7.5151356012,6.1,54516.2874641401,1651684.77387328
57945.3229772585,4.8938338518,7.3438742737,3.14,23040.4135793565,768034.533073197
63625.8121508053,5.1886995007,5.8212038522,2.31,35778.4586677066,1001876.60615525
60684.0445345603,6.8775428007,8.2149782954,6.26,42643.1429141644,1500821.46909593
90160.6909736226,3.3957586594,5.9423417591,2.15,34010.0498262294,1273988.48295656
62016.0765407862,4.9790114343,6.8920724925,2.09,48896.8201182068,1031046.36542665
79261.1491141948,5.1464899848,7.510371291,6.45,36128.9901044238,1508198.67175522
49205.8226050638,6.397770389,6.8840968702,4,30395.7760387594,773996.476231782
84973.888428739,6.5528892352,7.6280222991,6.08,38072.3953598422,1723706.75852286
80573.7919519845,3.9627702975,8.0370720864,3.02,34411.8680755212,1260826.63799718
71062.0795675525,7.1875752816,6.5704813467,4.41,30770.846815384,1367142.71669501
85828.0128448105,5.195096532,7.4146419347,5.49,29248.2828738689,1303091.90986294
67868.7988134526,7.1475810066,6.3739916126,4.04,32732.1610483052,1341870.35378645
72778.9169670464,6.2235454538,7.775335702,4.01,24559.0137925487,1188416.80571588
73304.9027095291,4.6048834328,7.8357801855,6.24,24283.8698912779,1155077.13100554
68025.5706626378,5.2480546807,6.945083997,4.23,35478.5829895263,1048969.49327388
81024.7820520371,5.7969850828,6.7151107254,2.05,25837.864484373,1319478.28736545
69289.1806835079,4.9316344882,6.3647566842,4.44,40695.7978564497,1022408.90104638
72695.1151374667,5.3637768621,6.8719803814,4.24,48115.4207802513,1394970.59858557
67568.9316305539,4.9962489726,7.594158658,4.17,36474.9879962004,1183343.56649345
76503.550920157,5.6383877372,6.5566203086,4.41,42154.3565952109,1259919.98265351
66273.7401647545,4.9727585659,6.9731510313,2.01,12950.5669137003,579585.698020443
57736.4283887337,7.4093733741,7.4503406243,4.29,45688.1024995493,1591188.34848729
73505.1261625624,7.2078039882,7.5108329727,6.05,31536.849077193,1437153.95853193
60537.86806277,4.6495653714,6.7971593549,3.43,31247.5804692876,851018.955833101
66544.7367928347,6.3954754168,6.2898129077,2.25,34141.6998753159,1321037.41361477
60754.6336207199,6.4783948319,6.0403140567,3.21,29425.4061954542,1112286.04638504
86160.9893160532,4.1991955269,7.6910266712,3.23,47757.317976097,1509968.98457224
